run_id,lasso_alpha,differencing,look_back,years_data,preprocessing_time_seconds,selected_features_count,selected_features_names,used_differencing,plot_directory,model_training_time_seconds,final_val_loss,best_val_loss,epochs_trained,test_set_prediction_time_seconds,overall_mse,overall_mae,overall_rmse,overall_rmse_perc_mean,overall_mape,bias_me,bias_mpe,low_vol_mse,low_vol_mae,low_vol_rmse,mid_vol_mse,mid_vol_mae,mid_vol_rmse,high_vol_mse,high_vol_mae,high_vol_rmse,latency_single_pred_ms
alpha_0.005_diff_False_lb_60_yrs_3,0.005,False,60,3,0.11568546295166016,22,"High_^AEX, Low_^AEX, Volume_^AEX, DayOfWeek, Month, SMA_20, SMA_200, EMA_5, MACD_Diff, RSI, BB_Lower, BB_pband, BB_wband, ATR, OBV, Stoch_K, Stoch_D, Williams_R, CCI, ROC, ADX, Volatility_Ret_60D",False,performance_evaluation_report/alpha_0.005_diff_False_lb_60_yrs_3,41.783896923065186,0.0009405281161889434,0.0009289855370298028,43,0.6847774982452393,417.0988960922922,14.248307464816042,20.422999194346854,2.261266184667919,1.5991069042990131,0.5672494874778401,0.00982663637804464,96.285872358001,7.707950168185767,9.812536489511823,209.863527273408,11.505991175554795,14.48666722450019,1135.1130433961114,26.044770982530377,33.69143872552954,443.3645248413086
